LON,LAT
-78,34
-77.90778015,34
-77.83185348,34.0848912
-77.77673814,34.2073312
-77.72873688,34.30937195
-77.63894979,34.3846576
-77.54818726,34.45565796
-77.45707001,34.4902096
-77.34683933,34.5535408
-77.24763255,34.6084272
-77.14537048,34.65680313
-77.01063742,34.6590912
-76.8452914,34.6759808
-76.70088959,34.69337845
-76.61380823,34.6379808
-76.54811096,34.58365631
-76.48704378,34.6970896
-76.40920258,34.80309296
-76.31067595,34.8744176
-76.1949354,34.9419696
-76.11226239,35.0137456
-76.03417206,35.06824112
-76.02028656,36.94256592
-76.00203171,37.0318896
-75.99100781,36.8334528
-75.97861481,37.09799576
-75.96345014,36.7363456
-75.93694305,37.11628342
-75.93589456,36.6392384
-75.9193587,35.1235184
-75.8952713,36.55855942
-75.86750031,36.51283646
-75.86424336,37.2049936
-75.82566388,36.4196912
-75.81463997,36.3099168
-75.79810621,37.3105456
-75.7980423,36.23854828
-75.78416443,35.20538712
-75.78157035,36.183256
-75.74850282,37.4034304
-75.73196696,36.077704
-75.68691254,37.48199844
-75.68236358,35.9932624
-75.64929604,37.576536
-75.64378409,35.2164032
-75.62173837,35.8919328
-75.5941807,37.6694208
-75.58866875,35.7694944
-75.56191254,35.23281479
-75.53906536,35.676608
-75.53414154,37.80200958
-75.53355341,35.3092896
-75.51150769,35.4232848
-75.49497184,35.520392
-75.49246979,35.58939743
-75.44536845,37.8763024
-75.35718558,37.9522992
-75.28412628,38.03058243
-75.24144294,38.1000704
-75.18081774,38.2098448
-75.13672422,38.32384
-75.10355377,38.80774307
-75.09814473,38.69116
-75.08712083,38.56872
-75.07577515,38.45116425
-75.06507511,38.8769296
-75.00631714,38.94488907
-74.89972909,38.9740384
-74.81186676,38.99974823
-74.74540697,39.0542576
-74.68478177,39.1471424
-74.62966643,39.2231392
-74.575737,39.3014679
-74.49739003,39.3455792
-74.40920507,39.4257984
-74.32571411,39.49347687
-74.27141881,39.5904592
-74.1887458,39.6875664
-74.1312561,39.76776505
-74.10607279,39.8522256
-74.07851512,39.9408896
-74.0564694,40.0379968
-74.04792023,40.11519241
-74.04792023,40.41691971
-74.03993354,40.1773248
-74.03993354,40.3546512
-74.03442368,40.274432
-74.0340271,40.4809227
-73.97847748,40.54491806
-73.95067596,40.57234573
-73.79789734,40.59978104
-73.72026749,40.5995312
-73.5879911,40.6121968
-73.45066071,40.62721252
-73.35099597,40.6459744
-73.21320762,40.6670832
-73.09195512,40.7050832
-72.95967873,40.7388592
-72.83291428,40.7684128
-72.71166178,40.7895232
-72.6014311,40.8233008
-72.50614166,40.84664154
-72.40852741,40.8866304
-72.38111877,41.27635956
-72.33945465,41.10264969
-72.32034454,41.2201744
-72.29779816,41.16664886
-72.27625101,40.920408
-72.25971725,41.0555136
-72.22664763,41.2835056
-72.15499852,40.954184
-72.14498901,41.00207901
-72.07232551,41.3046144
-72.00611115,41.08435822
-71.90886688,41.05693054
-71.90886688,41.31293869
-71.75816932,41.3257248
-71.60384721,41.3468352
-71.506073,41.37693787
-71.47828674,41.45922852
-71.42272186,41.4957962
-71.36716461,41.45922852
-71.26994324,41.54151535
-71.18659973,41.46836853
-71.15882111,41.51408005
-71.0754776,41.48664856
-70.99214172,41.42264557
-70.9782486,42.46496201
-70.96451302,42.3939072
-70.95900107,41.5537168
-70.95046997,42.31866455
-70.89286392,42.50368
-70.85979429,41.6297136
-70.85323334,42.26381302
-70.83934784,42.89468002
-70.83774858,41.35528
-70.83774858,41.4734976
-70.81570286,42.7865584
-70.79768372,42.26381302
-70.79768372,42.7026825
-70.79365505,42.9765504
-70.76609947,42.5501232
-70.74212646,41.74265671
-70.74212646,43.06840134
-70.72823334,41.98952484
-70.71649399,41.6086032
-70.70043945,41.69694138
-70.69996023,42.157472
-70.68656158,41.52322769
-70.68656158,42.59296417
-70.67791451,41.3595024
-70.67268372,42.06266403
-70.64490509,42.6386795
-70.64490509,42.7026825
-70.64484488,41.4650528
-70.6309967,43.17811966
-70.62279917,43.2467632
-70.61710358,41.96209335
-70.58932495,43.3335495
-70.56155396,41.82493973
-70.54012616,41.5579392
-70.52359239,41.3763904
-70.51256849,43.373424
-70.39486694,43.55297852
-70.39131599,43.5085312
-70.38580404,41.7774864
-70.38029209,41.5917152
-70.36708832,43.44326782
-70.29764557,41.31293869
-70.25597382,42.08095551
-70.25597382,43.55297852
-70.22046011,41.633936
-70.21430206,42.02609634
-70.21430206,41.75180435
-70.21430206,43.58040619
-70.15873718,43.70841599
-70.11708069,42.00780487
-70.11708069,41.88894653
-70.10317993,41.31293869
-70.10317993,42.06266403
-70.06152344,41.39522934
-70.06152344,41.67865753
-70.02204447,43.7280784
-70.01984406,41.55979538
-70.01984406,41.81580734
-70.00595856,41.26721954
-70.00595856,41.91637802
-69.96429443,41.69694138
-69.92262268,43.76326752
-69.86705017,43.70841599
-69.78504934,43.7871872
-69.71427155,43.83641815
-69.63093567,43.81812668
-69.63093567,43.76326752
-69.54758453,43.84555435
-69.43647766,43.90955734
-69.3392334,43.94612885
-69.3392334,43.86384583
-69.2142334,43.99184418
-69.10310364,43.97356415
-69.09611177,44.0489552
-69.07406605,44.14184
-69.06144714,44.25699615
-69.01978302,44.43985367
-68.99200439,44.33928299
-68.90320808,44.4627168
-68.85309601,44.32099533
-68.82531738,44.52214432
-68.74198151,44.11984634
-68.68642426,44.01013565
-68.658638,44.10156631
-68.658638,44.11984634
-68.60307312,44.06498718
-68.60307312,44.33928299
-68.54751587,44.22956467
-68.50585175,44.33013535
-68.49196625,44.48557281
-68.46418762,44.31185532
-68.42250824,44.39414215
-68.35306549,44.22956467
-68.22805786,44.27528381
-68.20027924,44.42156601
-68.06137085,44.33928299
-67.97803497,44.42156601
-67.8780686,44.4796048
-67.78357697,44.53128433
-67.63079834,44.44900131
-67.58911133,44.56785583
-67.53355408,44.50385284
-67.53355408,44.61357117
-67.45021057,44.56785583
-67.45021057,44.58614349
-67.35298157,44.67757416
-67.29742432,44.622715
-67.25576019,44.63186264
-67.15853882,44.73243332
-67.06236449,44.7751488
-66.97795868,44.82386017
-66.96407318,44.84215164
-66.96407318,44.84215164
-66.89701847,44.9018112
-66.83088131,44.977808
-66.75572205,45.07986832
-66.63797762,45.1129136
-66.50569916,45.15301132
-66.50569916,45.06158066
-66.39547263,45.1044688
-66.27973,45.1635792
-66.22790527,44.18385315
-66.22790527,44.08327484
-66.2140274,44.01013565
-66.18624878,44.48557281
-66.17234802,44.43985367
-66.17234802,43.93698502
-66.17234802,43.79983902
-66.16398946,45.2353536
-66.13643179,44.2600576
-66.0758045,44.5809344
-66.07511902,45.29016113
-66.05375878,44.3360544
-66.04732513,43.70841599
-66.00966734,45.2606864
-65.98210967,44.437384
-65.97108577,44.6315984
-65.96399689,44.53128433
-65.92233276,45.2170105
-65.92148238,43.7702992
-65.89455414,44.69586182
-65.85288239,43.82727432
-65.81676365,45.2522416
-65.80022988,43.723856
-65.76164831,43.6309712
-65.75613636,44.6527088
-65.75564575,44.74157333
-65.74176788,43.51640701
-65.68448725,45.3113504
-65.64453125,44.622715
-65.6028595,43.56212616
-65.60181424,44.7287056
-65.59079243,44.804704
-65.5466989,45.3577936
-65.50562286,44.70500183
-65.46953784,44.8511456
-65.46395874,43.48897934
-65.40891264,43.6098608
-65.40340069,45.4169024
-65.3528595,43.70841599
-65.3528595,43.70841599
-65.31521573,44.9102544
-65.26010039,45.4591232
-65.19396323,43.7154112
-65.18293933,44.9693632
-65.17191751,45.5097872
-65.06168683,45.028472
-65.0611496,43.74498749
-64.99169922,45.390728
-64.99003773,45.5731184
-64.95696811,43.8082976
-64.92941044,45.0918032
-64.8742951,45.3535712
-64.85776133,45.6364496
-64.84122756,45.4675664
-64.80815794,43.9096272
-64.80815794,45.1424688
-64.78335571,45.33587265
-64.73650883,43.985624
-64.73099688,45.568896
-64.67588154,45.222688
-64.63057709,45.41815948
-64.6207662,44.0320656
-64.53258124,45.2691296
-64.50502566,44.108064
-64.50502566,45.378904
-64.45000458,45.33587265
-64.38377108,44.1967264
-64.35070145,45.2142432
-64.30109806,44.3909408
-64.29720306,44.26613617
-64.29720306,44.57700348
-64.22776031,45.09815216
-64.13053131,45.19873047
-64.13053131,44.51300049
-64.00551605,44.66843414
-64.00551605,44.54957199
-63.88222315,44.526048
-63.77750651,44.4838272
-63.64438629,44.45814514
-63.57493973,44.63186264
-63.44681447,44.6400432
-63.34760769,44.665376
-63.19328558,44.6864864
-63.05549723,44.699152
-62.94526864,44.7244848
-62.82489014,44.75072098
-62.69173765,44.7835936
-62.54843944,44.8342576
-62.39411732,44.8849232
-62.27286274,44.9398096
-62.10751881,45.0073616
-62,45.02221066
